Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,066062,1870,09,26.3,Y
IDCJAC0001,066062,1870,10,106.2,Y
IDCJAC0001,066062,1870,11,139.9,Y
IDCJAC0001,066062,1870,12,198.0,Y
IDCJAC0001,066062,1871,01,143.0,Y
IDCJAC0001,066062,1871,02,115.6,Y
IDCJAC0001,066062,1871,03,187.5,Y
IDCJAC0001,066062,1871,04,318.2,Y
IDCJAC0001,066062,1871,05,256.6,Y
IDCJAC0001,066062,1871,06,116.4,Y
IDCJAC0001,066062,1871,07,7.2,Y
IDCJAC0001,066062,1871,08,11.5,Y
IDCJAC0001,066062,1871,09,14.3,Y
IDCJAC0001,066062,1871,10,87.7,Y
IDCJAC0001,066062,1871,11,54.0,Y
IDCJAC0001,066062,1871,12,14.7,Y
IDCJAC0001,066062,1872,01,128.1,Y
IDCJAC0001,066062,1872,02,42.1,Y
IDCJAC0001,066062,1872,03,159.0,Y
IDCJAC0001,066062,1872,04,52.4,Y
IDCJAC0001,066062,1872,05,48.3,Y
IDCJAC0001,066062,1872,06,34.2,Y
IDCJAC0001,066062,1872,07,25.0,Y
IDCJAC0001,066062,1872,08,75.1,Y
IDCJAC0001,066062,1872,09,57.2,Y
IDCJAC0001,066062,1872,10,146.1,Y
IDCJAC0001,066062,1872,11,83.9,Y
IDCJAC0001,066062,1872,12,89.1,Y
IDCJAC0001,066062,1873,01,140.0,Y
IDCJAC0001,066062,1873,02,471.0,Y
IDCJAC0001,066062,1873,03,61.0,Y
IDCJAC0001,066062,1873,04,97.8,Y
IDCJAC0001,066062,1873,05,25.4,Y
IDCJAC0001,066062,1873,06,266.5,Y
IDCJAC0001,066062,1873,07,276.6,Y
IDCJAC0001,066062,1873,08,75.0,Y
IDCJAC0001,066062,1873,09,40.2,Y
IDCJAC0001,066062,1873,10,54.2,Y
IDCJAC0001,066062,1873,11,239.5,Y
IDCJAC0001,066062,1873,12,112.5,Y
IDCJAC0001,066062,1874,01,98.4,Y
IDCJAC0001,066062,1874,02,266.2,Y
IDCJAC0001,066062,1874,03,110.5,Y
IDCJAC0001,066062,1874,04,231.4,Y
IDCJAC0001,066062,1874,05,219.3,Y
IDCJAC0001,066062,1874,06,236.3,Y
IDCJAC0001,066062,1874,07,158.4,Y
IDCJAC0001,066062,1874,08,34.0,Y
IDCJAC0001,066062,1874,09,53.3,Y
IDCJAC0001,066062,1874,10,98.1,Y
IDCJAC0001,066062,1874,11,84.7,Y
IDCJAC0001,066062,1874,12,24.2,Y
IDCJAC0001,066062,1875,01,29.2,Y
IDCJAC0001,066062,1875,02,142.5,Y
IDCJAC0001,066062,1875,03,170.6,Y
IDCJAC0001,066062,1875,04,120.9,Y
IDCJAC0001,066062,1875,05,318.8,Y
IDCJAC0001,066062,1875,06,198.8,Y
IDCJAC0001,066062,1875,07,40.9,Y
IDCJAC0001,066062,1875,08,12.9,Y
IDCJAC0001,066062,1875,09,43.4,Y
IDCJAC0001,066062,1875,10,26.9,Y
IDCJAC0001,066062,1875,11,22.6,Y
IDCJAC0001,066062,1875,12,47.7,Y
IDCJAC0001,066062,1876,01,36.5,Y
IDCJAC0001,066062,1876,02,34.4,Y
IDCJAC0001,066062,1876,03,10.6,Y
IDCJAC0001,066062,1876,04,133.2,Y
IDCJAC0001,066062,1876,05,334.5,Y
IDCJAC0001,066062,1876,06,112.3,Y
IDCJAC0001,066062,1876,07,171.3,Y
IDCJAC0001,066062,1876,08,32.9,Y
IDCJAC0001,066062,1876,09,89.0,Y
IDCJAC0001,066062,1876,10,72.0,Y
IDCJAC0001,066062,1876,11,122.3,Y
IDCJAC0001,066062,1876,12,11.4,Y
IDCJAC0001,066062,1877,01,39.8,Y
IDCJAC0001,066062,1877,02,40.4,Y
IDCJAC0001,066062,1877,03,161.4,Y
IDCJAC0001,066062,1877,04,166.7,Y
IDCJAC0001,066062,1877,05,252.8,Y
IDCJAC0001,066062,1877,06,14.4,Y
IDCJAC0001,066062,1877,07,290.1,Y
IDCJAC0001,066062,1877,08,74.9,Y
IDCJAC0001,066062,1877,09,159.2,Y
IDCJAC0001,066062,1877,10,211.5,Y
IDCJAC0001,066062,1877,11,69.1,Y
IDCJAC0001,066062,1877,12,37.5,Y
IDCJAC0001,066062,1878,01,27.8,Y
IDCJAC0001,066062,1878,02,412.9,Y
IDCJAC0001,066062,1878,03,50.5,Y
IDCJAC0001,066062,1878,04,45.3,Y
IDCJAC0001,066062,1878,05,20.9,Y
IDCJAC0001,066062,1878,06,182.0,Y
IDCJAC0001,066062,1878,07,88.6,Y
IDCJAC0001,066062,1878,08,83.6,Y
IDCJAC0001,066062,1878,09,149.0,Y
IDCJAC0001,066062,1878,10,50.6,Y
IDCJAC0001,066062,1878,11,49.4,Y
IDCJAC0001,066062,1878,12,104.1,Y
IDCJAC0001,066062,1879,01,79.8,Y
IDCJAC0001,066062,1879,02,93.9,Y
IDCJAC0001,066062,1879,03,68.1,Y
IDCJAC0001,066062,1879,04,47.0,Y
IDCJAC0001,066062,1879,05,307.7,Y
IDCJAC0001,066062,1879,06,149.7,Y
IDCJAC0001,066062,1879,07,31.7,Y
IDCJAC0001,066062,1879,08,258.2,Y
IDCJAC0001,066062,1879,09,355.8,Y
IDCJAC0001,066062,1879,10,75.6,Y
IDCJAC0001,066062,1879,11,90.7,Y
IDCJAC0001,066062,1879,12,45.7,Y
IDCJAC0001,066062,1880,01,28.5,Y
IDCJAC0001,066062,1880,02,90.1,Y
IDCJAC0001,066062,1880,03,157.1,Y
IDCJAC0001,066062,1880,04,107.1,Y
IDCJAC0001,066062,1880,05,14.9,Y
IDCJAC0001,066062,1880,06,15.2,Y
IDCJAC0001,066062,1880,07,19.6,Y
IDCJAC0001,066062,1880,08,15.6,Y
IDCJAC0001,066062,1880,09,155.5,Y
IDCJAC0001,066062,1880,10,60.3,Y
IDCJAC0001,066062,1880,11,64.7,Y
IDCJAC0001,066062,1880,12,20.1,Y
IDCJAC0001,066062,1881,01,72.7,Y
IDCJAC0001,066062,1881,02,98.8,Y
IDCJAC0001,066062,1881,03,67.3,Y
IDCJAC0001,066062,1881,04,137.6,Y
IDCJAC0001,066062,1881,05,94.2,Y
IDCJAC0001,066062,1881,06,100.8,Y
IDCJAC0001,066062,1881,07,62.9,Y
IDCJAC0001,066062,1881,08,80.4,Y
IDCJAC0001,066062,1881,09,83.3,Y
IDCJAC0001,066062,1881,10,166.2,Y
IDCJAC0001,066062,1881,11,39.3,Y
IDCJAC0001,066062,1881,12,41.1,Y
IDCJAC0001,066062,1882,01,15.8,Y
IDCJAC0001,066062,1882,02,10.6,Y
IDCJAC0001,066062,1882,03,134.9,Y
IDCJAC0001,066062,1882,04,288.1,Y
IDCJAC0001,066062,1882,05,98.3,Y
IDCJAC0001,066062,1882,06,130.3,Y
IDCJAC0001,066062,1882,07,11.3,Y
IDCJAC0001,066062,1882,08,82.2,Y
IDCJAC0001,066062,1882,09,2.1,Y
IDCJAC0001,066062,1882,10,219.6,Y
IDCJAC0001,066062,1882,11,22.2,Y
IDCJAC0001,066062,1882,12,56.9,Y
IDCJAC0001,066062,1883,01,266.7,Y
IDCJAC0001,066062,1883,02,151.8,Y
IDCJAC0001,066062,1883,03,36.7,Y
IDCJAC0001,066062,1883,04,101.0,Y
IDCJAC0001,066062,1883,05,151.7,Y
IDCJAC0001,066062,1883,06,21.4,Y
IDCJAC0001,066062,1883,07,72.2,Y
IDCJAC0001,066062,1883,08,71.4,Y
IDCJAC0001,066062,1883,09,157.6,Y
IDCJAC0001,066062,1883,10,46.3,Y
IDCJAC0001,066062,1883,11,64.3,Y
IDCJAC0001,066062,1883,12,52.8,Y
IDCJAC0001,066062,1884,01,21.8,Y
IDCJAC0001,066062,1884,02,20.5,Y
IDCJAC0001,066062,1884,03,32.0,Y
IDCJAC0001,066062,1884,04,322.0,Y
IDCJAC0001,066062,1884,05,185.5,Y
IDCJAC0001,066062,1884,06,162.1,Y
IDCJAC0001,066062,1884,07,176.3,Y
IDCJAC0001,066062,1884,08,21.5,Y
IDCJAC0001,066062,1884,09,31.4,Y
IDCJAC0001,066062,1884,10,55.6,Y
IDCJAC0001,066062,1884,11,60.1,Y
IDCJAC0001,066062,1884,12,31.3,Y
IDCJAC0001,066062,1885,01,99.4,Y
IDCJAC0001,066062,1885,02,41.1,Y
IDCJAC0001,066062,1885,03,48.4,Y
IDCJAC0001,066062,1885,04,35.9,Y
IDCJAC0001,066062,1885,05,5.2,Y
IDCJAC0001,066062,1885,06,414.0,Y
IDCJAC0001,066062,1885,07,189.8,Y
IDCJAC0001,066062,1885,08,0.6,Y
IDCJAC0001,066062,1885,09,17.0,Y
IDCJAC0001,066062,1885,10,35.9,Y
IDCJAC0001,066062,1885,11,26.4,Y
IDCJAC0001,066062,1885,12,100.6,Y
IDCJAC0001,066062,1886,01,70.3,Y
IDCJAC0001,066062,1886,02,18.7,Y
IDCJAC0001,066062,1886,03,138.7,Y
IDCJAC0001,066062,1886,04,75.3,Y
IDCJAC0001,066062,1886,05,67.0,Y
IDCJAC0001,066062,1886,06,53.7,Y
IDCJAC0001,066062,1886,07,140.6,Y
IDCJAC0001,066062,1886,08,54.5,Y
IDCJAC0001,066062,1886,09,19.4,Y
IDCJAC0001,066062,1886,10,140.1,Y
IDCJAC0001,066062,1886,11,110.4,Y
IDCJAC0001,066062,1886,12,110.2,Y
IDCJAC0001,066062,1887,01,160.4,Y
IDCJAC0001,066062,1887,02,112.2,Y
IDCJAC0001,066062,1887,03,72.9,Y
IDCJAC0001,066062,1887,04,180.9,Y
IDCJAC0001,066062,1887,05,233.7,Y
IDCJAC0001,066062,1887,06,140.5,Y
IDCJAC0001,066062,1887,07,92.6,Y
IDCJAC0001,066062,1887,08,186.4,Y
IDCJAC0001,066062,1887,09,40.5,Y
IDCJAC0001,066062,1887,10,34.3,Y
IDCJAC0001,066062,1887,11,144.1,Y
IDCJAC0001,066062,1887,12,130.8,Y
IDCJAC0001,066062,1888,01,10.2,Y
IDCJAC0001,066062,1888,02,81.0,Y
IDCJAC0001,066062,1888,03,30.0,Y
IDCJAC0001,066062,1888,04,5.9,Y
IDCJAC0001,066062,1888,05,13.6,Y
IDCJAC0001,066062,1888,06,26.6,Y
IDCJAC0001,066062,1888,07,66.2,Y
IDCJAC0001,066062,1888,08,46.7,Y
IDCJAC0001,066062,1888,09,68.5,Y
IDCJAC0001,066062,1888,10,40.6,Y
IDCJAC0001,066062,1888,11,13.6,Y
IDCJAC0001,066062,1888,12,180.1,Y
IDCJAC0001,066062,1889,01,53.3,Y
IDCJAC0001,066062,1889,02,68.4,Y
IDCJAC0001,066062,1889,03,28.1,Y
IDCJAC0001,066062,1889,04,91.4,Y
IDCJAC0001,066062,1889,05,530.0,Y
IDCJAC0001,066062,1889,06,28.6,Y
IDCJAC0001,066062,1889,07,226.5,Y
IDCJAC0001,066062,1889,08,104.5,Y
IDCJAC0001,066062,1889,09,110.0,Y
IDCJAC0001,066062,1889,10,21.4,Y
IDCJAC0001,066062,1889,11,134.7,Y
IDCJAC0001,066062,1889,12,55.6,Y
IDCJAC0001,066062,1890,01,153.0,Y
IDCJAC0001,066062,1890,02,406.0,Y
IDCJAC0001,066062,1890,03,434.3,Y
IDCJAC0001,066062,1890,04,62.0,Y
IDCJAC0001,066062,1890,05,215.8,Y
IDCJAC0001,066062,1890,06,274.1,Y
IDCJAC0001,066062,1890,07,228.6,Y
IDCJAC0001,066062,1890,08,30.8,Y
IDCJAC0001,066062,1890,09,55.2,Y
IDCJAC0001,066062,1890,10,44.8,Y
IDCJAC0001,066062,1890,11,102.3,Y
IDCJAC0001,066062,1890,12,64.2,Y
IDCJAC0001,066062,1891,01,132.8,Y
IDCJAC0001,066062,1891,02,64.9,Y
IDCJAC0001,066062,1891,03,158.0,Y
IDCJAC0001,066062,1891,04,120.5,Y
IDCJAC0001,066062,1891,05,72.0,Y
IDCJAC0001,066062,1891,06,369.1,Y
IDCJAC0001,066062,1891,07,97.8,Y
IDCJAC0001,066062,1891,08,91.7,Y
IDCJAC0001,066062,1891,09,148.1,Y
IDCJAC0001,066062,1891,10,45.7,Y
IDCJAC0001,066062,1891,11,83.6,Y
IDCJAC0001,066062,1891,12,43.3,Y
IDCJAC0001,066062,1892,01,162.2,Y
IDCJAC0001,066062,1892,02,113.1,Y
IDCJAC0001,066062,1892,03,469.2,Y
IDCJAC0001,066062,1892,04,106.8,Y
IDCJAC0001,066062,1892,05,55.1,Y
IDCJAC0001,066062,1892,06,50.3,Y
IDCJAC0001,066062,1892,07,119.1,Y
IDCJAC0001,066062,1892,08,122.4,Y
IDCJAC0001,066062,1892,09,172.5,Y
IDCJAC0001,066062,1892,10,124.6,Y
IDCJAC0001,066062,1892,11,73.3,Y
IDCJAC0001,066062,1892,12,171.6,Y
IDCJAC0001,066062,1893,01,116.0,Y
IDCJAC0001,066062,1893,02,80.8,Y
IDCJAC0001,066062,1893,03,204.0,Y
IDCJAC0001,066062,1893,04,118.7,Y
IDCJAC0001,066062,1893,05,34.3,Y
IDCJAC0001,066062,1893,06,197.9,Y
IDCJAC0001,066062,1893,07,112.4,Y
IDCJAC0001,066062,1893,08,53.1,Y
IDCJAC0001,066062,1893,09,40.8,Y
IDCJAC0001,066062,1893,10,93.7,Y
IDCJAC0001,066062,1893,11,102.8,Y
IDCJAC0001,066062,1893,12,37.1,Y
IDCJAC0001,066062,1894,01,41.3,Y
IDCJAC0001,066062,1894,02,128.7,Y
IDCJAC0001,066062,1894,03,293.5,Y
IDCJAC0001,066062,1894,04,91.5,Y
IDCJAC0001,066062,1894,05,41.5,Y
IDCJAC0001,066062,1894,06,36.3,Y
IDCJAC0001,066062,1894,07,34.1,Y
IDCJAC0001,066062,1894,08,28.8,Y
IDCJAC0001,066062,1894,09,117.1,Y
IDCJAC0001,066062,1894,10,64.3,Y
IDCJAC0001,066062,1894,11,17.1,Y
IDCJAC0001,066062,1894,12,77.1,Y
IDCJAC0001,066062,1895,01,205.3,Y
IDCJAC0001,066062,1895,02,169.5,Y
IDCJAC0001,066062,1895,03,37.7,Y
IDCJAC0001,066062,1895,04,59.0,Y
IDCJAC0001,066062,1895,05,48.2,Y
IDCJAC0001,066062,1895,06,23.4,Y
IDCJAC0001,066062,1895,07,8.8,Y
IDCJAC0001,066062,1895,08,10.7,Y
IDCJAC0001,066062,1895,09,92.2,Y
IDCJAC0001,066062,1895,10,16.7,Y
IDCJAC0001,066062,1895,11,66.9,Y
IDCJAC0001,066062,1895,12,73.8,Y
IDCJAC0001,066062,1896,01,42.6,Y
IDCJAC0001,066062,1896,02,120.2,Y
IDCJAC0001,066062,1896,03,90.4,Y
IDCJAC0001,066062,1896,04,3.7,Y
IDCJAC0001,066062,1896,05,97.6,Y
IDCJAC0001,066062,1896,06,373.2,Y
IDCJAC0001,066062,1896,07,64.4,Y
IDCJAC0001,066062,1896,08,45.3,Y
IDCJAC0001,066062,1896,09,13.0,Y
IDCJAC0001,066062,1896,10,55.7,Y
IDCJAC0001,066062,1896,11,132.9,Y
IDCJAC0001,066062,1896,12,37.8,Y
IDCJAC0001,066062,1897,01,54.2,Y
IDCJAC0001,066062,1897,02,12.0,Y
IDCJAC0001,066062,1897,03,85.0,Y
IDCJAC0001,066062,1897,04,153.3,Y
IDCJAC0001,066062,1897,05,90.8,Y
IDCJAC0001,066062,1897,06,194.6,Y
IDCJAC0001,066062,1897,07,167.7,Y
IDCJAC0001,066062,1897,08,100.8,Y
IDCJAC0001,066062,1897,09,31.6,Y
IDCJAC0001,066062,1897,10,27.4,Y
IDCJAC0001,066062,1897,11,10.3,Y
IDCJAC0001,066062,1897,12,135.3,Y
IDCJAC0001,066062,1898,01,137.2,Y
IDCJAC0001,066062,1898,02,125.1,Y
IDCJAC0001,066062,1898,03,32.4,Y
IDCJAC0001,066062,1898,04,15.3,Y
IDCJAC0001,066062,1898,05,267.8,Y
IDCJAC0001,066062,1898,06,163.6,Y
IDCJAC0001,066062,1898,07,95.6,Y
IDCJAC0001,066062,1898,08,98.9,Y
IDCJAC0001,066062,1898,09,39.5,Y
IDCJAC0001,066062,1898,10,80.7,Y
IDCJAC0001,066062,1898,11,11.3,Y
IDCJAC0001,066062,1898,12,31.1,Y
IDCJAC0001,066062,1899,01,52.0,Y
IDCJAC0001,066062,1899,02,27.1,Y
IDCJAC0001,066062,1899,03,43.9,Y
IDCJAC0001,066062,1899,04,77.6,Y
IDCJAC0001,066062,1899,05,173.3,Y
IDCJAC0001,066062,1899,06,276.5,Y
IDCJAC0001,066062,1899,07,101.2,Y
IDCJAC0001,066062,1899,08,378.3,Y
IDCJAC0001,066062,1899,09,48.3,Y
IDCJAC0001,066062,1899,10,96.7,Y
IDCJAC0001,066062,1899,11,128.3,Y
IDCJAC0001,066062,1899,12,17.6,Y
IDCJAC0001,066062,1900,01,43.1,Y
IDCJAC0001,066062,1900,02,42.4,Y
IDCJAC0001,066062,1900,03,153.0,Y
IDCJAC0001,066062,1900,04,137.1,Y
IDCJAC0001,066062,1900,05,363.4,Y
IDCJAC0001,066062,1900,06,266.3,Y
IDCJAC0001,066062,1900,07,335.3,Y
IDCJAC0001,066062,1900,08,17.6,Y
IDCJAC0001,066062,1900,09,58.6,Y
IDCJAC0001,066062,1900,10,15.5,Y
IDCJAC0001,066062,1900,11,207.0,Y
IDCJAC0001,066062,1900,12,51.9,Y
IDCJAC0001,066062,1901,01,164.4,Y
IDCJAC0001,066062,1901,02,52.0,Y
IDCJAC0001,066062,1901,03,95.4,Y
IDCJAC0001,066062,1901,04,257.9,Y
IDCJAC0001,066062,1901,05,50.4,Y
IDCJAC0001,066062,1901,06,26.5,Y
IDCJAC0001,066062,1901,07,99.7,Y
IDCJAC0001,066062,1901,08,120.7,Y
IDCJAC0001,066062,1901,09,61.7,Y
IDCJAC0001,066062,1901,10,45.0,Y
IDCJAC0001,066062,1901,11,30.6,Y
IDCJAC0001,066062,1901,12,15.1,Y
IDCJAC0001,066062,1902,01,45.6,Y
IDCJAC0001,066062,1902,02,8.9,Y
IDCJAC0001,066062,1902,03,60.7,Y
IDCJAC0001,066062,1902,04,68.2,Y
IDCJAC0001,066062,1902,05,30.7,Y
IDCJAC0001,066062,1902,06,16.3,Y
IDCJAC0001,066062,1902,07,236.4,Y
IDCJAC0001,066062,1902,08,159.0,Y
IDCJAC0001,066062,1902,09,53.9,Y
IDCJAC0001,066062,1902,10,274.8,Y
IDCJAC0001,066062,1902,11,70.7,Y
IDCJAC0001,066062,1902,12,70.8,Y
IDCJAC0001,066062,1903,01,58.0,Y
IDCJAC0001,066062,1903,02,25.6,Y
IDCJAC0001,066062,1903,03,95.6,Y
IDCJAC0001,066062,1903,04,43.7,Y
IDCJAC0001,066062,1903,05,82.0,Y
IDCJAC0001,066062,1903,06,44.0,Y
IDCJAC0001,066062,1903,07,135.9,Y
IDCJAC0001,066062,1903,08,130.6,Y
IDCJAC0001,066062,1903,09,109.7,Y
IDCJAC0001,066062,1903,10,104.8,Y
IDCJAC0001,066062,1903,11,50.4,Y
IDCJAC0001,066062,1903,12,99.7,Y
IDCJAC0001,066062,1904,01,48.9,Y
IDCJAC0001,066062,1904,02,100.6,Y
IDCJAC0001,066062,1904,03,127.4,Y
IDCJAC0001,066062,1904,04,319.9,Y
IDCJAC0001,066062,1904,05,131.6,Y
IDCJAC0001,066062,1904,06,4.1,Y
IDCJAC0001,066062,1904,07,280.7,Y
IDCJAC0001,066062,1904,08,33.3,Y
IDCJAC0001,066062,1904,09,25.3,Y
IDCJAC0001,066062,1904,10,58.6,Y
IDCJAC0001,066062,1904,11,11.5,Y
IDCJAC0001,066062,1904,12,22.1,Y
IDCJAC0001,066062,1905,01,44.2,Y
IDCJAC0001,066062,1905,02,47.4,Y
IDCJAC0001,066062,1905,03,228.0,Y
IDCJAC0001,066062,1905,04,149.1,Y
IDCJAC0001,066062,1905,05,132.3,Y
IDCJAC0001,066062,1905,06,55.2,Y
IDCJAC0001,066062,1905,07,9.7,Y
IDCJAC0001,066062,1905,08,15.9,Y
IDCJAC0001,066062,1905,09,63.3,Y
IDCJAC0001,066062,1905,10,58.3,Y
IDCJAC0001,066062,1905,11,15.9,Y
IDCJAC0001,066062,1905,12,69.2,Y
IDCJAC0001,066062,1906,01,55.8,Y
IDCJAC0001,066062,1906,02,9.9,Y
IDCJAC0001,066062,1906,03,107.0,Y
IDCJAC0001,066062,1906,04,23.2,Y
IDCJAC0001,066062,1906,05,185.3,Y
IDCJAC0001,066062,1906,06,47.2,Y
IDCJAC0001,066062,1906,07,4.9,Y
IDCJAC0001,066062,1906,08,143.5,Y
IDCJAC0001,066062,1906,09,34.6,Y
IDCJAC0001,066062,1906,10,52.1,Y
