Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,014015,1989,05,4.0,Y
IDCJAC0001,014015,1989,06,1.8,Y
IDCJAC0001,014015,1989,07,0.0,Y
IDCJAC0001,014015,1989,08,0.0,Y
IDCJAC0001,014015,1989,09,0.0,Y
IDCJAC0001,014015,1989,10,25.0,Y
IDCJAC0001,014015,1989,11,40.2,Y
IDCJAC0001,014015,1989,12,221.4,Y
IDCJAC0001,014015,1990,01,305.0,Y
IDCJAC0001,014015,1990,02,152.8,Y
IDCJAC0001,014015,1990,03,219.4,Y
IDCJAC0001,014015,1990,04,151.0,Y
IDCJAC0001,014015,1990,05,59.6,Y
IDCJAC0001,014015,1990,06,1.2,Y
IDCJAC0001,014015,1990,07,0.0,Y
IDCJAC0001,014015,1990,08,0.0,Y
IDCJAC0001,014015,1990,09,0.0,Y
IDCJAC0001,014015,1990,10,6.0,Y
IDCJAC0001,014015,1990,11,158.8,Y
IDCJAC0001,014015,1990,12,289.6,Y
IDCJAC0001,014015,1991,01,922.2,Y
IDCJAC0001,014015,1991,02,578.2,Y
IDCJAC0001,014015,1991,03,185.0,Y
IDCJAC0001,014015,1991,04,77.6,Y
IDCJAC0001,014015,1991,05,0.8,Y
IDCJAC0001,014015,1991,06,0.0,Y
IDCJAC0001,014015,1991,07,0.2,Y
IDCJAC0001,014015,1991,08,0.0,Y
IDCJAC0001,014015,1991,09,0.2,Y
IDCJAC0001,014015,1991,10,15.6,Y
IDCJAC0001,014015,1991,11,177.0,Y
IDCJAC0001,014015,1991,12,18.8,Y
IDCJAC0001,014015,1992,01,318.6,Y
IDCJAC0001,014015,1992,02,129.8,Y
IDCJAC0001,014015,1992,03,162.6,Y
IDCJAC0001,014015,1992,04,215.8,Y
IDCJAC0001,014015,1992,05,1.2,Y
IDCJAC0001,014015,1992,06,0.2,Y
IDCJAC0001,014015,1992,07,0.0,Y
IDCJAC0001,014015,1992,08,0.2,Y
IDCJAC0001,014015,1992,09,5.4,Y
IDCJAC0001,014015,1992,10,148.4,Y
IDCJAC0001,014015,1992,11,185.0,Y
IDCJAC0001,014015,1992,12,240.2,Y
IDCJAC0001,014015,1993,01,494.8,Y
IDCJAC0001,014015,1993,02,271.2,Y
IDCJAC0001,014015,1993,03,168.4,Y
IDCJAC0001,014015,1993,04,8.8,Y
IDCJAC0001,014015,1993,05,16.8,Y
IDCJAC0001,014015,1993,06,0.0,Y
IDCJAC0001,014015,1993,07,0.0,Y
IDCJAC0001,014015,1993,08,3.0,Y
IDCJAC0001,014015,1993,09,14.2,Y
IDCJAC0001,014015,1993,10,32.4,Y
IDCJAC0001,014015,1993,11,90.6,Y
IDCJAC0001,014015,1993,12,468.8,Y
IDCJAC0001,014015,1994,01,277.6,Y
IDCJAC0001,014015,1994,02,435.0,Y
IDCJAC0001,014015,1994,03,368.0,Y
IDCJAC0001,014015,1994,04,19.8,Y
IDCJAC0001,014015,1994,05,17.8,Y
IDCJAC0001,014015,1994,06,0.4,Y
IDCJAC0001,014015,1994,07,0.0,Y
IDCJAC0001,014015,1994,08,0.0,Y
IDCJAC0001,014015,1994,09,0.0,Y
IDCJAC0001,014015,1994,10,34.6,Y
IDCJAC0001,014015,1994,11,66.2,Y
IDCJAC0001,014015,1994,12,361.2,Y
IDCJAC0001,014015,1995,01,940.4,Y
IDCJAC0001,014015,1995,02,249.4,Y
IDCJAC0001,014015,1995,03,600.8,Y
IDCJAC0001,014015,1995,04,129.0,Y
IDCJAC0001,014015,1995,05,44.6,Y
IDCJAC0001,014015,1995,06,0.6,Y
IDCJAC0001,014015,1995,07,0.0,Y
IDCJAC0001,014015,1995,08,7.2,Y
IDCJAC0001,014015,1995,09,5.8,Y
IDCJAC0001,014015,1995,10,59.4,Y
IDCJAC0001,014015,1995,11,219.8,Y
IDCJAC0001,014015,1995,12,198.4,Y
IDCJAC0001,014015,1996,01,292.4,Y
IDCJAC0001,014015,1996,02,274.0,Y
IDCJAC0001,014015,1996,03,272.0,Y
IDCJAC0001,014015,1996,04,137.4,Y
IDCJAC0001,014015,1996,05,0.0,Y
IDCJAC0001,014015,1996,06,0.0,Y
IDCJAC0001,014015,1996,07,0.0,Y
IDCJAC0001,014015,1996,08,1.0,Y
IDCJAC0001,014015,1996,09,0.6,Y
IDCJAC0001,014015,1996,10,130.0,Y
IDCJAC0001,014015,1996,11,108.6,Y
IDCJAC0001,014015,1996,12,587.6,Y
IDCJAC0001,014015,1997,01,670.0,Y
IDCJAC0001,014015,1997,02,404.0,Y
IDCJAC0001,014015,1997,03,474.0,Y
IDCJAC0001,014015,1997,04,0.6,Y
IDCJAC0001,014015,1997,05,116.6,Y
IDCJAC0001,014015,1997,06,0.0,Y
IDCJAC0001,014015,1997,07,0.0,Y
IDCJAC0001,014015,1997,08,4.6,Y
IDCJAC0001,014015,1997,09,0.0,Y
IDCJAC0001,014015,1997,10,52.0,Y
IDCJAC0001,014015,1997,11,180.4,Y
IDCJAC0001,014015,1997,12,380.6,Y
IDCJAC0001,014015,1998,01,788.6,Y
IDCJAC0001,014015,1998,02,397.8,Y
IDCJAC0001,014015,1998,03,625.0,Y
IDCJAC0001,014015,1998,04,75.0,Y
IDCJAC0001,014015,1998,05,0.0,Y
IDCJAC0001,014015,1998,06,0.0,Y
IDCJAC0001,014015,1998,07,0.4,Y
IDCJAC0001,014015,1998,08,2.2,Y
IDCJAC0001,014015,1998,09,13.2,Y
IDCJAC0001,014015,1998,10,119.4,Y
IDCJAC0001,014015,1998,11,156.6,Y
IDCJAC0001,014015,1998,12,598.4,Y
IDCJAC0001,014015,1999,01,360.2,Y
IDCJAC0001,014015,1999,02,524.6,Y
IDCJAC0001,014015,1999,03,375.0,Y
IDCJAC0001,014015,1999,04,194.8,Y
IDCJAC0001,014015,1999,05,0.0,Y
IDCJAC0001,014015,1999,06,0.4,Y
IDCJAC0001,014015,1999,07,0.4,Y
IDCJAC0001,014015,1999,08,0.0,Y
IDCJAC0001,014015,1999,09,7.8,Y
IDCJAC0001,014015,1999,10,102.2,Y
IDCJAC0001,014015,1999,11,76.6,Y
IDCJAC0001,014015,1999,12,250.0,Y
IDCJAC0001,014015,2000,01,441.2,Y
IDCJAC0001,014015,2000,02,667.4,Y
IDCJAC0001,014015,2000,03,363.6,Y
IDCJAC0001,014015,2000,04,307.6,Y
IDCJAC0001,014015,2000,05,8.6,Y
IDCJAC0001,014015,2000,06,0.2,Y
IDCJAC0001,014015,2000,07,0.0,Y
IDCJAC0001,014015,2000,08,0.0,Y
IDCJAC0001,014015,2000,09,0.4,Y
IDCJAC0001,014015,2000,10,77.4,Y
IDCJAC0001,014015,2000,11,68.8,Y
IDCJAC0001,014015,2000,12,205.6,Y
IDCJAC0001,014015,2001,01,262.8,Y
IDCJAC0001,014015,2001,02,429.4,Y
IDCJAC0001,014015,2001,03,293.4,Y
IDCJAC0001,014015,2001,04,47.2,Y
IDCJAC0001,014015,2001,05,7.4,Y
IDCJAC0001,014015,2001,06,0.0,Y
IDCJAC0001,014015,2001,07,26.6,Y
IDCJAC0001,014015,2001,08,0.0,Y
IDCJAC0001,014015,2001,09,0.0,Y
IDCJAC0001,014015,2001,10,30.4,Y
IDCJAC0001,014015,2001,11,164.6,Y
IDCJAC0001,014015,2001,12,182.0,Y
IDCJAC0001,014015,2002,01,147.6,Y
IDCJAC0001,014015,2002,02,407.4,Y
IDCJAC0001,014015,2002,03,247.4,Y
IDCJAC0001,014015,2002,04,55.8,Y
IDCJAC0001,014015,2002,05,44.2,Y
IDCJAC0001,014015,2002,06,0.0,Y
IDCJAC0001,014015,2002,07,0.0,Y
IDCJAC0001,014015,2002,08,0.2,Y
IDCJAC0001,014015,2002,09,26.6,Y
IDCJAC0001,014015,2002,10,9.0,Y
IDCJAC0001,014015,2002,11,181.4,Y
IDCJAC0001,014015,2002,12,94.8,Y
IDCJAC0001,014015,2003,01,466.2,Y
IDCJAC0001,014015,2003,02,727.2,Y
IDCJAC0001,014015,2003,03,121.2,Y
IDCJAC0001,014015,2003,04,12.2,Y
IDCJAC0001,014015,2003,05,0.0,Y
IDCJAC0001,014015,2003,06,5.8,Y
IDCJAC0001,014015,2003,07,0.2,Y
IDCJAC0001,014015,2003,08,0.0,Y
IDCJAC0001,014015,2003,09,6.4,Y
IDCJAC0001,014015,2003,10,51.2,Y
IDCJAC0001,014015,2003,11,200.6,Y
IDCJAC0001,014015,2003,12,377.2,Y
IDCJAC0001,014015,2004,01,460.8,Y
IDCJAC0001,014015,2004,02,350.4,Y
IDCJAC0001,014015,2004,03,413.8,Y
IDCJAC0001,014015,2004,04,60.4,Y
IDCJAC0001,014015,2004,05,54.0,Y
IDCJAC0001,014015,2004,06,50.6,Y
IDCJAC0001,014015,2004,07,0.0,Y
IDCJAC0001,014015,2004,08,0.8,Y
IDCJAC0001,014015,2004,09,2.8,Y
IDCJAC0001,014015,2004,10,42.6,Y
IDCJAC0001,014015,2004,11,105.2,Y
IDCJAC0001,014015,2004,12,236.8,Y
IDCJAC0001,014015,2005,01,408.0,Y
IDCJAC0001,014015,2005,02,265.4,Y
IDCJAC0001,014015,2005,03,202.2,Y
IDCJAC0001,014015,2005,04,68.6,Y
IDCJAC0001,014015,2005,05,0.6,Y
IDCJAC0001,014015,2005,06,0.0,Y
IDCJAC0001,014015,2005,07,0.0,Y
IDCJAC0001,014015,2005,08,1.6,Y
IDCJAC0001,014015,2005,09,1.4,Y
IDCJAC0001,014015,2005,10,77.0,Y
IDCJAC0001,014015,2005,11,184.4,Y
IDCJAC0001,014015,2005,12,151.0,Y
IDCJAC0001,014015,2006,01,410.0,Y
IDCJAC0001,014015,2006,02,227.6,Y
IDCJAC0001,014015,2006,03,455.0,Y
IDCJAC0001,014015,2006,04,396.2,Y
IDCJAC0001,014015,2006,05,22.4,Y
IDCJAC0001,014015,2006,06,0.0,Y
IDCJAC0001,014015,2006,07,0.0,Y
IDCJAC0001,014015,2006,08,0.0,Y
IDCJAC0001,014015,2006,09,6.4,Y
IDCJAC0001,014015,2006,10,1.8,Y
IDCJAC0001,014015,2006,11,43.6,Y
IDCJAC0001,014015,2006,12,240.0,Y
IDCJAC0001,014015,2007,01,206.8,Y
IDCJAC0001,014015,2007,02,422.6,Y
IDCJAC0001,014015,2007,03,689.8,Y
IDCJAC0001,014015,2007,04,18.0,Y
IDCJAC0001,014015,2007,05,18.8,Y
IDCJAC0001,014015,2007,06,4.2,Y
IDCJAC0001,014015,2007,07,0.0,Y
IDCJAC0001,014015,2007,08,0.4,Y
IDCJAC0001,014015,2007,09,43.6,Y
IDCJAC0001,014015,2007,10,13.2,Y
IDCJAC0001,014015,2007,11,143.2,Y
IDCJAC0001,014015,2007,12,247.8,Y
IDCJAC0001,014015,2008,01,515.2,Y
IDCJAC0001,014015,2008,02,670.0,Y
IDCJAC0001,014015,2008,03,264.7,Y
IDCJAC0001,014015,2008,04,10.2,Y
IDCJAC0001,014015,2008,05,0.0,Y
IDCJAC0001,014015,2008,06,0.0,Y
IDCJAC0001,014015,2008,07,0.0,Y
IDCJAC0001,014015,2008,08,0.0,Y
IDCJAC0001,014015,2008,09,5.2,Y
IDCJAC0001,014015,2008,10,117.0,Y
IDCJAC0001,014015,2008,11,54.6,Y
IDCJAC0001,014015,2008,12,325.8,Y
IDCJAC0001,014015,2009,01,411.0,Y
IDCJAC0001,014015,2009,02,495.8,Y
IDCJAC0001,014015,2009,03,115.6,Y
IDCJAC0001,014015,2009,04,63.6,Y
IDCJAC0001,014015,2009,05,0.4,Y
IDCJAC0001,014015,2009,06,0.0,Y
IDCJAC0001,014015,2009,07,0.0,Y
IDCJAC0001,014015,2009,08,0.0,Y
IDCJAC0001,014015,2009,09,34.4,Y
IDCJAC0001,014015,2009,10,33.4,Y
IDCJAC0001,014015,2009,11,131.0,Y
IDCJAC0001,014015,2009,12,457.2,Y
IDCJAC0001,014015,2010,01,630.2,Y
IDCJAC0001,014015,2010,02,428.8,Y
IDCJAC0001,014015,2010,03,198.4,Y
IDCJAC0001,014015,2010,04,136.6,Y
IDCJAC0001,014015,2010,05,66.2,Y
IDCJAC0001,014015,2010,06,0.0,Y
IDCJAC0001,014015,2010,07,0.2,Y
IDCJAC0001,014015,2010,08,0.0,Y
IDCJAC0001,014015,2010,09,40.4,Y
IDCJAC0001,014015,2010,10,157.8,Y
IDCJAC0001,014015,2010,11,208.2,Y
IDCJAC0001,014015,2010,12,390.4,Y
IDCJAC0001,014015,2011,01,627.2,Y
IDCJAC0001,014015,2011,02,1110.2,Y
IDCJAC0001,014015,2011,03,231.6,Y
IDCJAC0001,014015,2011,04,193.0,Y
IDCJAC0001,014015,2011,05,0.6,Y
IDCJAC0001,014015,2011,06,0.0,Y
IDCJAC0001,014015,2011,07,0.0,Y
IDCJAC0001,014015,2011,08,0.0,Y
IDCJAC0001,014015,2011,09,3.2,Y
IDCJAC0001,014015,2011,10,141.0,Y
IDCJAC0001,014015,2011,11,152.0,Y
IDCJAC0001,014015,2011,12,227.2,Y
IDCJAC0001,014015,2012,01,459.2,Y
IDCJAC0001,014015,2012,02,250.2,Y
IDCJAC0001,014015,2012,03,572.4,Y
IDCJAC0001,014015,2012,04,70.2,Y
IDCJAC0001,014015,2012,05,51.4,Y
IDCJAC0001,014015,2012,06,0.0,Y
IDCJAC0001,014015,2012,07,0.0,Y
IDCJAC0001,014015,2012,08,0.0,Y
IDCJAC0001,014015,2012,09,21.2,Y
IDCJAC0001,014015,2012,10,16.8,Y
IDCJAC0001,014015,2012,11,79.3,Y
IDCJAC0001,014015,2012,12,203.0,Y
IDCJAC0001,014015,2013,01,219.8,Y
IDCJAC0001,014015,2013,02,398.4,Y
IDCJAC0001,014015,2013,03,381.0,Y
IDCJAC0001,014015,2013,04,101.6,Y
IDCJAC0001,014015,2013,05,31.6,Y
IDCJAC0001,014015,2013,06,0.6,Y
IDCJAC0001,014015,2013,07,0.0,Y
IDCJAC0001,014015,2013,08,2.6,Y
IDCJAC0001,014015,2013,09,0.2,Y
IDCJAC0001,014015,2013,10,98.6,Y
IDCJAC0001,014015,2013,11,314.2,Y
IDCJAC0001,014015,2013,12,210.8,Y
IDCJAC0001,014015,2014,01,608.6,Y
IDCJAC0001,014015,2014,02,369.0,Y
IDCJAC0001,014015,2014,03,92.4,Y
IDCJAC0001,014015,2014,04,177.2,Y
IDCJAC0001,014015,2014,05,8.6,Y
IDCJAC0001,014015,2014,06,0.0,Y
IDCJAC0001,014015,2014,07,0.0,Y
IDCJAC0001,014015,2014,08,0.0,Y
IDCJAC0001,014015,2014,09,0.0,Y
IDCJAC0001,014015,2014,10,14.8,Y
IDCJAC0001,014015,2014,11,165.8,Y
IDCJAC0001,014015,2014,12,111.0,Y
IDCJAC0001,014015,2015,01,484.6,Y
IDCJAC0001,014015,2015,02,353.2,Y
IDCJAC0001,014015,2015,03,230.8,Y
IDCJAC0001,014015,2015,04,21.2,Y
IDCJAC0001,014015,2015,05,13.8,Y
IDCJAC0001,014015,2015,06,0.4,Y
IDCJAC0001,014015,2015,07,0.0,Y
IDCJAC0001,014015,2015,08,0.2,Y
IDCJAC0001,014015,2015,09,3.4,Y
IDCJAC0001,014015,2015,10,42.6,Y
IDCJAC0001,014015,2015,11,84.2,Y
IDCJAC0001,014015,2015,12,509.4,Y
IDCJAC0001,014015,2016,01,169.8,Y
IDCJAC0001,014015,2016,02,150.4,Y
IDCJAC0001,014015,2016,03,115.8,Y
IDCJAC0001,014015,2016,04,46.4,Y
IDCJAC0001,014015,2016,05,62.4,Y
IDCJAC0001,014015,2016,06,0.0,Y
IDCJAC0001,014015,2016,07,0.0,Y
IDCJAC0001,014015,2016,08,0.0,Y
IDCJAC0001,014015,2016,09,64.4,Y
IDCJAC0001,014015,2016,10,130.8,Y
IDCJAC0001,014015,2016,11,208.2,Y
IDCJAC0001,014015,2016,12,406.8,Y
IDCJAC0001,014015,2017,01,470.6,Y
IDCJAC0001,014015,2017,02,624.8,Y
IDCJAC0001,014015,2017,03,458.4,Y
IDCJAC0001,014015,2017,04,184.8,Y
IDCJAC0001,014015,2017,05,0.0,Y
IDCJAC0001,014015,2017,06,0.0,Y
IDCJAC0001,014015,2017,07,0.0,Y
IDCJAC0001,014015,2017,08,0.0,Y
IDCJAC0001,014015,2017,09,0.0,Y
IDCJAC0001,014015,2017,10,100.6,Y
IDCJAC0001,014015,2017,12,183.6,Y
IDCJAC0001,014015,2018,01,893.0,Y
IDCJAC0001,014015,2018,02,364.2,Y
IDCJAC0001,014015,2018,03,279.4,Y
IDCJAC0001,014015,2018,04,43.6,Y
IDCJAC0001,014015,2018,05,0.0,Y
IDCJAC0001,014015,2018,06,0.0,Y
IDCJAC0001,014015,2018,07,0.0,Y
IDCJAC0001,014015,2018,08,0.0,Y
IDCJAC0001,014015,2018,09,32.8,N
IDCJAC0001,014015,2018,10,30.0,N
IDCJAC0001,014015,2018,11,209.2,N
IDCJAC0001,014015,2018,12,67.2,N
IDCJAC0001,014015,2019,01,362.0,N
IDCJAC0001,014015,2019,02,177.4,N
IDCJAC0001,014015,2019,03,171.4,N
IDCJAC0001,014015,2019,04,157.4,N
